,Year,FIPSStateCode,FIPSCountyCode,Income,Rate,IncRat,Purpose,LTV,First,BoRace,BoGender,BoAge,Occup,Amount,PropType,BoCreditScore
0,2009,39,37,39312,0.0463,0.7619,2,0.7,2,5,1,35,1,156200,PT01,5
1,2009,21,117,75322,0.0488,1.1378,1,0.8,2,5,1,36,1,148000,PT01,5
2,2009,21,211,40344,0.0488,0.6792,2,0.65,2,5,1,42,1,104000,PT01,5
3,2009,21,123,88440,0.0488,1.6782,2,0.8,2,5,1,33,1,187200,PT01,5
4,2009,21,211,91224,0.05,1.5358,2,0.8,2,5,1,41,1,136000,PT01,4
5,2009,39,25,125000,0.045,1.8882,2,0.62,2,5,1,46,1,204500,PT01,5
6,2009,21,93,281642,0.0475,5.3443,2,0.71,2,5,1,55,1,325000,PT01,5
7,2009,21,101,87485,0.0488,1.463,2,0.67,2,5,1,55,1,63100,PT01,5
8,2009,39,49,139254,0.045,2.1325,2,0.77,2,5,1,40,1,251000,PT01,5
9,2009,18,29,81300,0.0513,1.2281,2,0.57,2,5,1,41,1,100000,PT01,5
10,2009,39,165,65000,0.0475,0.9819,2,0.6,2,5,2,56,1,137800,PT01,5
11,2009,39,61,109804,0.0475,1.6587,2,0.8,2,5,1,46,1,200000,PT01,4
12,2009,39,61,112944,0.0475,1.7061,2,0.77,2,5,2,56,1,382000,PT06,4
13,2009,39,49,50997,0.0513,0.7809999999999999,1,0.95,2,3,1,40,1,142500,PT01,5
14,2009,21,101,170777,0.045,2.8558,2,0.69,2,5,1,31,1,226000,PT01,5
15,2009,21,211,43909,0.0488,0.7392,2,0.72,2,5,1,60,1,158000,PT01,5
16,2009,21,211,51756,0.0488,0.8713,2,0.59,2,5,1,51,1,95000,PT01,5
17,2009,21,111,90000,0.0475,1.5152,2,0.61,2,5,1,44,1,250000,PT01,5
18,2009,21,211,75984,0.0488,1.2792,2,0.46,2,5,1,59,1,119500,PT01,5
19,2009,39,61,127826,0.0488,1.9309,2,0.68,2,5,2,55,1,252000,PT01,5
20,2009,39,61,103147,0.045,1.5581,2,0.8,2,5,1,48,1,178000,PT01,4
21,2009,39,61,74613,0.05,1.1271,2,0.8,2,5,1,54,1,224000,PT02,5
22,2009,6,103,111404,0.0525,2.0707,2,0.77,2,5,2,99,1,168750,PT01,4
23,2009,42,49,68917,0.0525,1.2739,2,0.98,2,5,1,27,1,119047,PT01,4
24,2009,39,17,182650,0.045,2.7591,2,0.72,2,5,1,48,1,395200,PT01,3
25,2009,39,1,20717,0.055,0.4015,2,0.94,2,5,1,27,1,81400,PT12,3
26,2009,39,37,12,0.0538,0.0002,2,0.8,2,5,2,21,1,87098,PT01,1
27,2009,39,17,54996,0.055,0.8308,2,0.97,2,5,1,37,1,154660,PT01,1
28,2009,39,61,120024,0.05,1.8131,2,0.74,2,5,1,41,1,203000,PT01,4
29,2009,17,99,36000,0.0525,0.6936,2,0.94,2,5,2,46,1,140160,PT01,3
30,2009,8,31,12,0.0525,0.0002,2,0.99,2,5,2,51,1,196910,PT06,3
31,2009,39,157,37776,0.055,0.7321,2,0.93,2,5,1,28,1,74226,PT01,1
32,2009,39,169,49968,0.0475,0.9684,2,1.0,2,7,1,41,1,124236,PT01,4
33,2009,39,17,143281,0.05,2.1644,2,0.43,2,5,1,40,1,139000,PT01,5
34,2009,39,137,122751,0.0475,2.3789,2,0.33,2,5,1,52,1,57000,PT01,5
35,2009,21,117,48336,0.05,0.7302,2,0.38,2,5,1,72,1,63500,PT02,5
36,2009,21,117,106365,0.05,1.6067,2,0.71,2,5,1,41,1,127000,PT01,5
37,2009,39,25,51212,0.0488,0.7736,2,0.72,2,7,1,50,1,88400,PT01,5
38,2009,21,117,49296,0.0488,0.7447,2,0.59,2,5,1,42,1,85000,PT01,5
39,2009,39,61,88368,0.0475,1.3349,2,0.25,2,5,1,50,1,67000,PT01,5
40,2009,39,17,79248,0.05,1.1971,2,0.39,2,5,1,47,1,85500,PT01,5
41,2009,20,45,164037,0.05,2.5751,2,0.7723,2,5,1,33,1,234000,PT01,5
42,2009,31,55,107471,0.0538,1.6017,2,0.8973,2,5,1,30,1,131000,PT01,4
43,2009,20,51,40263,0.05,0.8037,2,0.72,2,5,1,99,1,95000,PT01,4
44,2009,31,19,35097,0.0588,0.6775,2,0.8,2,5,1,30,1,205600,PT01,4
45,2009,31,55,46548,0.0563,0.6937,2,0.77,2,5,1,99,1,107806,PT06,5
46,2009,20,41,151368,0.0563,3.0213,1,1.033,1,5,1,53,1,256184,PT01,4
47,2009,8,41,65520,0.0525,0.9635,2,0.5268,2,5,1,60,1,216000,PT01,5
48,2009,20,157,133698,0.0475,2.6686,2,0.76,2,5,1,36,1,195000,PT01,5
49,2009,20,169,26958,0.05,0.5381,2,0.7384,2,5,2,64,1,127000,PT01,5
50,2009,27,57,77760,0.06,1.3714,2,0.57,2,5,2,53,1,92000,PT01,3
51,2009,29,77,31215,0.045,0.6332,2,0.72,2,5,1,99,1,79000,PT01,4
52,2009,19,125,312978,0.045,5.8501,2,0.5322,2,5,1,47,1,414600,PT01,5
53,2009,27,49,68710,0.05,1.2118,2,0.75,2,5,1,36,1,136500,PT01,4
54,2009,29,19,86205,0.0488,1.4202,2,0.9,2,5,1,37,1,148500,PT01,5
55,2009,19,107,68195,0.0525,1.2747,2,0.44,2,5,2,56,1,113400,PT01,5
56,2009,29,19,360000,0.05,5.9308,2,0.7609999999999999,2,5,1,42,1,390000,PT01,2
57,2009,19,61,70956,0.0463,1.1986,2,0.63,2,5,1,53,1,110000,PT01,4
58,2009,19,61,90792,0.0463,1.5336,2,0.64,2,7,1,32,1,103000,PT01,4
59,2009,19,153,42216,0.0488,0.6217,2,0.8,2,5,1,24,1,200000,PT01,3
60,2009,46,5,87355,0.0475,1.6929,2,0.9,2,5,1,46,1,111600,PT01,5
61,2009,17,161,83825,0.045,1.4256,2,0.6609,2,5,1,41,1,76000,PT01,5
62,2009,19,163,96000,0.0475,1.6327,2,0.6807,2,5,1,42,1,137500,PT01,4
63,2009,17,161,49524,0.05,0.8422,2,0.8,2,5,2,61,1,92000,PT01,4
64,2009,29,55,66240,0.05,1.5123,2,0.78,2,5,1,99,1,152000,PT01,4
65,2009,27,131,56796,0.0488,1.0017,2,0.65,2,5,2,61,1,100000,PT01,4
66,2009,19,59,109481,0.0475,2.0464,2,0.7992,2,5,1,35,1,207000,PT01,5
67,2009,31,55,74026,0.05,1.1032,1,0.8,2,5,1,49,1,200000,PT01,5
68,2009,20,29,150000,0.0525,2.9939999999999998,1,0.8,2,5,1,35,1,140000,PT01,4
69,2009,31,155,52320,0.0488,0.7797,1,0.8,2,5,1,99,1,120000,PT01,4
70,2009,31,19,83422,0.0513,1.6105,2,0.2267,2,5,1,49,1,54400,PT01,5
71,2009,31,25,48071,0.0488,0.7164,2,0.545,2,5,1,65,1,60000,PT01,5
72,2009,31,111,292500,0.05,5.6467,2,0.8,2,5,1,55,1,408000,PT01,5
73,2009,31,153,104296,0.0475,1.5543,2,0.4375,2,5,1,99,1,175000,PT01,5
74,2009,31,153,96834,0.045,1.4431,2,0.74,2,5,2,99,1,95500,PT01,5
75,2009,31,25,87922,0.05,1.3103,2,0.6703,2,5,1,99,1,214500,PT01,5
76,2009,40,31,116600,0.0475,2.4241,1,0.7815,2,5,1,99,1,304000,PT01,5
77,2009,39,17,165790,0.045,2.5044,2,0.71,2,7,1,36,1,256000,PT01,5
78,2009,39,61,87471,0.045,1.3213,2,0.69,2,5,1,55,1,117000,PT01,5
79,2009,39,165,96400,0.045,1.4562,2,0.46,2,7,1,47,1,203000,PT01,5
80,2009,39,25,130696,0.045,1.9743,2,0.46,2,5,1,60,1,62500,PT01,5
81,2009,39,17,240500,0.045,3.6329,2,0.72,2,2,1,36,1,177600,PT02,5
82,2009,21,37,89448,0.045,1.3512,2,0.19,2,5,1,57,1,30100,PT01,5
83,2009,39,15,50048,0.045,0.7559999999999999,2,0.64,2,5,1,67,1,87500,PT01,5
84,2009,21,117,335673,0.045,5.0706,2,0.8,2,5,1,34,1,351000,PT01,3
85,2009,21,37,79416,0.05,1.1996,2,0.69,2,5,1,35,1,221200,PT01,5
86,2009,18,97,79176,0.0488,1.2162,2,0.8,2,5,1,42,1,156000,PT01,5
87,2009,39,113,113484,0.0488,1.8977,2,0.79,2,5,1,38,1,231000,PT01,5
88,2009,39,49,99096,0.045,1.5175,2,0.39,2,5,2,56,1,81250,PT01,5
89,2009,39,61,505836,0.045,7.641,2,0.58,2,5,1,59,1,417000,PT01,4
90,2009,39,49,35100,0.045,0.5375,2,0.43,2,5,1,70,1,45000,PT01,5
91,2009,39,165,90096,0.045,1.361,2,0.44,2,2,1,36,1,105000,PT01,5
92,2009,39,61,38172,0.0463,0.5766,2,0.33,2,5,2,47,1,37000,PT01,5
93,2009,18,47,92172,0.045,1.3923,2,0.65,2,5,1,46,1,120000,PT01,5
94,2009,39,17,50551,0.0513,0.7636,2,0.31,2,5,1,61,1,70000,PT01,5
95,2009,39,17,73728,0.0475,1.1137,2,0.69,2,5,1,50,1,137800,PT01,3
96,2009,39,61,107928,0.045,1.6303,2,0.17,2,5,1,54,1,27400,PT01,5
97,2009,39,61,188820,0.0463,2.8523,2,0.68,2,5,1,46,1,238000,PT01,5
98,2009,39,113,160740,0.0513,2.688,2,0.79,2,5,1,42,1,75000,PT01,5
99,2009,39,57,114504,0.0513,1.9148,2,0.8,2,5,1,34,1,170000,PT01,4
100,2009,39,113,55224,0.0513,0.9235,2,0.64,2,5,2,52,1,95000,PT01,5
101,2009,39,113,100788,0.0488,1.6854,2,0.46,2,5,1,55,1,60000,PT01,5
102,2009,39,119,143016,0.0488,2.7716,2,0.68,2,5,2,51,1,151800,PT01,4
103,2009,39,49,57360,0.05,0.8784,2,0.8,2,5,1,53,1,95300,PT01,5
104,2009,39,17,103536,0.0488,1.564,2,0.8,2,5,2,68,1,94000,PT06,5
105,2009,39,17,104484,0.05,1.5783,2,0.69,2,5,2,55,1,134800,PT06,5
106,2009,18,97,60552,0.0488,0.9301,2,0.51,2,5,1,33,1,110800,PT01,5
107,2009,18,97,117120,0.0475,1.7991,2,0.41,2,5,2,60,1,69400,PT06,4
108,2009,39,41,80748,0.0513,1.2366,2,0.34,2,5,1,51,1,63000,PT01,5
109,2009,39,165,92136,0.045,1.3918,2,0.5,2,7,1,58,1,77800,PT01,5
110,2009,39,49,78000,0.045,1.1945,2,0.52,2,7,1,53,1,124000,PT01,5
111,2009,39,61,80148,0.0463,1.2107,2,0.7,2,2,1,60,1,197000,PT01,5
112,2009,18,97,74352,0.045,1.1421,2,0.31,2,7,1,71,1,100000,PT02,5
113,2009,19,35,27040,0.0575,0.5054,1,1.0825,1,5,1,40,1,43190,PT01,3
114,2009,29,121,32073,0.0513,0.7323,2,0.66,2,5,1,46,1,60000,PT01,5
115,2009,19,21,26000,0.0575,0.486,1,1.02,1,5,2,59,1,66300,PT01,3
116,2009,19,105,96390,0.045,1.5324,2,0.539,2,5,1,30,1,145000,PT04,5
117,2009,19,163,82644,0.045,1.4055,2,0.8,2,5,1,99,1,78400,PT01,5
118,2009,19,59,82424,0.055,1.5406,1,0.9,1,5,1,23,1,119250,PT01,4
119,2009,19,79,34507,0.0488,0.645,2,0.75,2,5,1,40,1,37500,PT01,4
120,2009,19,103,62500,0.05,0.9205,2,0.782,2,5,1,46,1,254150,PT01,4
121,2009,39,165,126348,0.0525,1.9086,1,0.8,1,5,1,26,1,136700,PT01,5
122,2009,21,117,109548,0.05,1.6548,2,0.76,2,5,1,34,1,197500,PT01,4
123,2009,18,57,42624,0.05,0.6547,2,0.8,2,5,1,37,1,119900,PT01,5
124,2009,39,61,58332,0.05,0.8811,2,0.85,2,5,1,44,1,129000,PT01,5
125,2009,39,165,50892,0.05,0.7688,2,0.63,2,5,1,45,1,132000,PT01,5
126,2009,39,25,67092,0.05,1.0135,2,0.9,2,5,2,61,1,133000,PT01,5
127,2009,39,61,73776,0.05,1.1144,2,0.76,2,5,2,41,1,178000,PT01,5
128,2009,39,61,57744,0.0513,0.8723,2,0.71,2,5,1,63,1,130000,PT01,5
129,2009,39,17,132252,0.05,1.9978,2,0.8,2,3,1,40,1,180000,PT01,5
130,2009,39,41,110004,0.0488,1.6846,2,0.8,2,1,1,34,1,268000,PT01,4
131,2009,39,17,63024,0.0538,0.9108,2,0.86,2,5,2,46,1,191137,PT01,3
132,2009,42,49,51540,0.0525,0.9074,1,0.99,1,5,1,24,1,85424,PT01,4
133,2009,39,147,33182,0.0525,0.6168,2,0.87,2,5,1,71,1,99460,PT01,4
134,2009,39,151,74516,0.0525,1.2914,1,0.87,2,5,1,57,1,121082,PT01,2
135,2009,8,5,12,0.05,0.0002,2,0.98,2,5,1,40,1,259695,PT02,5
136,2009,37,119,92680,0.0513,1.3937,2,0.67,2,5,1,47,1,309065,PT01,2
137,2009,39,61,36990,0.0488,0.5345,2,0.86,2,5,2,68,1,125406,PT01,4
138,2009,39,133,12,0.05,0.0002,2,0.94,2,5,1,30,1,116725,PT01,2
139,2009,8,1,12,0.0513,0.0002,2,1.01,2,5,2,46,1,118810,PT01,3
140,2009,39,17,48774,0.0488,0.7048,2,0.83,2,5,1,54,1,128205,PT01,4
141,2009,39,133,12,0.0513,0.0002,2,0.99,2,5,1,41,1,223146,PT01,3
142,2009,39,61,111000,0.0475,1.6767,2,0.53,2,5,2,52,1,173000,PT01,5
143,2009,39,47,81288,0.0538,1.5753,2,0.7,2,5,1,58,1,170100,PT01,4
144,2009,39,47,78434,0.05,1.52,2,0.65,2,5,1,35,1,124000,PT01,5
145,2009,39,61,66000,0.0463,0.997,2,0.8,2,5,1,56,1,185600,PT01,4
146,2009,21,15,141050,0.0475,2.1307,1,0.72,2,5,1,59,1,197500,PT01,5
147,2009,21,117,106017,0.0475,1.6015,1,0.7,2,5,2,27,1,219000,PT01,5
148,2009,39,61,73000,0.045,1.1027,2,0.65,2,5,2,35,1,173500,PT01,5
149,2009,39,61,111000,0.0488,1.6767,2,0.72,2,5,1,48,1,322500,PT01,5
150,2009,18,137,114912,0.05,2.16,2,0.54,2,5,1,50,1,171000,PT01,5
151,2009,39,61,243408,0.0463,3.6769,2,0.51,2,2,1,45,1,397000,PT02,5
152,2009,18,29,105000,0.0488,1.5861,2,0.8,2,5,1,34,1,193600,PT01,5
153,2009,39,17,158208,0.0475,2.3898,2,0.6,2,5,2,67,1,417000,PT02,5
154,2009,21,37,125539,0.05,1.8964,1,0.8,2,5,1,32,1,244000,PT01,5
155,2009,18,59,39996,0.0538,0.6144,2,0.8,2,5,1,36,1,172000,PT01,5
156,2009,18,81,105564,0.0538,1.6216,2,0.8,2,5,1,26,1,228500,PT01,4
157,2009,39,165,135060,0.0538,2.0402,2,0.8,2,5,1,60,1,384000,PT01,4
158,2009,39,165,39360,0.0525,0.5946,2,0.71,2,5,2,81,1,116000,PT06,5
159,2009,18,97,154752,0.0538,2.3771,2,0.78,2,5,1,52,1,252000,PT01,3
160,2009,18,97,133896,0.0563,2.0568,2,0.47,2,5,1,40,1,222400,PT01,5
161,2009,18,97,41400,0.0538,0.6359,1,0.95,2,5,2,29,1,138600,PT01,5
162,2009,18,5,49800,0.0563,0.7843,1,0.94,2,5,1,26,1,150000,PT01,5
163,2009,18,97,53112,0.0575,0.8159,2,0.87,2,5,1,46,1,139150,PT01,4
164,2009,18,57,74304,0.05,1.1414,2,0.62,2,5,2,56,1,144000,PT01,4
165,2009,25,27,83970,0.0463,1.0919,2,0.6471,2,5,2,46,1,110000,PT01,5
166,2009,39,61,93904,0.0538,1.4185,2,0.27,2,5,1,82,1,96400,PT01,5
167,2009,39,49,52062,0.0463,0.7973,2,0.53,2,5,2,72,1,63500,PT01,5
168,2009,39,37,71448,0.0525,1.3847,2,0.8,2,5,1,48,1,154905,PT01,5
169,2009,39,109,82224,0.0538,1.375,2,0.78,2,5,2,29,1,85000,PT01,5
170,2009,39,11,72237,0.05,1.3999,2,0.79,2,5,1,27,1,114900,PT01,4
171,2009,39,149,61776,0.0513,1.1972,2,0.85,2,5,1,44,1,233000,PT01,5
172,2009,39,37,119136,0.0475,2.3088,2,0.77,2,5,1,38,1,300000,PT01,5
173,2009,39,149,93912,0.0488,1.82,2,0.47,2,5,1,37,1,142600,PT01,4
174,2009,39,37,66480,0.0475,1.2884,2,0.71,2,5,1,45,1,99000,PT01,3
175,2009,39,37,91128,0.0488,1.766,2,0.33,2,5,1,63,1,75000,PT01,5
176,2009,39,37,68316,0.0488,1.324,2,0.52,2,5,1,44,1,129000,PT01,5
177,2009,39,11,75768,0.0488,1.4684,2,0.83,2,5,2,33,1,115200,PT01,5
178,2009,39,109,84096,0.0488,1.4063,2,0.79,2,5,1,30,1,108200,PT01,5
179,2009,39,57,155400,0.05,2.5987,2,0.67,2,5,1,57,1,208750,PT01,5
180,2009,39,25,124812,0.05,1.8854,2,0.45,2,5,1,54,1,108000,PT01,5
181,2009,39,165,146004,0.0538,2.2055,2,0.64,2,5,1,46,1,222000,PT01,5
182,2009,18,97,54000,0.05,0.8295,2,0.71,2,5,1,55,1,82403,PT01,4
183,2009,21,199,262800,0.05,6.4098,2,0.6,2,5,1,41,2,152250,PT01,5
184,2009,39,113,103980,0.0525,1.7388,1,0.8,2,5,1,32,1,178428,PT01,5
185,2009,39,61,65532,0.0513,0.9899,2,0.65,2,5,1,59,1,192801,PT01,5
186,2009,39,113,48084,0.05,0.8041,1,0.8,2,5,2,74,1,158400,PT01,5
187,2009,39,25,169092,0.05,2.5543,2,0.77,2,5,1,45,1,349814,PT01,4
188,2009,39,61,130536,0.0525,1.9718,1,0.9,2,5,2,45,1,220964,PT01,4
189,2009,39,17,114396,0.0513,1.7280000000000002,2,0.8,2,5,1,43,1,211000,PT01,4
190,2009,20,11,127000,0.0475,2.5349,2,0.95,2,5,2,99,1,175750,PT01,5
191,2009,21,117,12,0.0513,0.0002,2,0.98,2,5,1,62,1,147987,PT01,3
192,2009,39,61,12,0.05,0.0002,2,1.01,2,5,1,77,1,240745,PT01,3
193,2009,8,35,66096,0.0488,0.9206,2,0.96,2,5,1,26,1,229191,PT02,5
194,2009,27,163,12,0.05,0.0001,2,0.94,2,5,1,50,1,186288,PT01,3
195,2009,39,25,12,0.05,0.0002,2,1.0,2,5,1,34,1,189869,PT02,4
196,2009,27,25,41556,0.0538,0.5137,1,0.99,1,5,1,31,1,163739,PT01,2
197,2009,8,35,12,0.0525,0.0002,2,0.96,2,5,1,35,1,213354,PT06,1
198,2009,39,71,51492,0.0538,0.9979,2,0.97,2,5,1,44,1,125661,PT01,4
199,2009,27,135,12,0.055,0.0002,2,1.0,2,5,1,50,1,109137,PT12,3
200,2009,39,25,225036,0.0513,3.3993,2,0.8,2,5,1,50,1,200000,PT01,4
201,2009,39,61,114360,0.0513,1.7275,2,0.8,2,2,1,38,1,216000,PT01,4
202,2009,39,61,101148,0.0513,1.5279,2,0.48,2,5,1,51,1,102900,PT01,5
203,2009,39,113,110364,0.0513,1.8456,2,0.67,2,5,1,42,1,184500,PT01,5
204,2009,39,61,72252,0.0513,1.0914,2,0.53,2,5,2,73,1,94000,PT01,5
205,2009,39,41,59280,0.0513,0.9078,2,0.49,2,5,1,63,1,133000,PT01,5
206,2009,39,165,160726,0.05,2.4279,2,0.58,2,5,1,56,1,173000,PT01,5
207,2009,21,15,360272,0.045,5.4422,1,0.35,2,5,1,46,1,417000,PT01,5
208,2009,39,89,124848,0.0488,1.9119,2,0.38,2,5,1,57,1,123000,PT01,5
209,2009,20,51,123180,0.0488,2.4587,2,0.75,2,5,1,99,1,210000,PT01,5
210,2009,20,177,166392,0.0525,2.8107,2,0.8,2,5,1,31,1,263000,PT01,5
211,2009,20,113,121298,0.0488,2.4211,2,0.8,2,5,1,52,1,125600,PT01,5
212,2009,20,177,144348,0.05,2.4383,2,0.8,2,5,1,99,1,144000,PT01,5
213,2009,31,53,162120,0.0555,3.1297,2,0.8,2,1,1,37,2,204000,PT01,5
214,2009,31,141,83616,0.0488,1.6142,2,0.5652,2,5,1,99,1,78000,PT01,5
215,2009,40,27,118532,0.05,2.1434,2,0.85,2,5,2,48,1,280500,PT01,3
216,2009,40,31,48171,0.055,1.0015,1,0.9775,1,5,2,32,1,107417,PT01,4
217,2009,40,33,36744,0.0575,0.8351,2,0.8745,2,5,1,22,1,97883,PT01,4
218,2009,46,13,80787,0.0488,1.5656,2,0.9790000000000001,2,5,1,99,1,181267,PT01,5
219,2009,19,113,88992,0.0488,1.4148,2,0.8,2,5,1,99,1,108000,PT01,4
220,2009,19,61,63600,0.05,1.0743,2,0.77,2,5,1,40,1,161900,PT01,5
221,2009,29,127,49774,0.0513,1.1364,2,0.8,2,5,1,99,1,95200,PT01,4
222,2009,19,37,63960,0.045,1.1955,2,0.6971,2,5,1,31,1,129660,PT01,5
223,2009,19,187,68220,0.0588,1.2751,2,0.772,2,5,1,45,1,94950,PT01,3
224,2009,27,93,92347,0.0475,1.6287,2,0.7739,2,5,1,53,1,179000,PT01,4
225,2009,19,165,52272,0.0625,0.977,1,1.0,2,5,1,45,1,113000,PT01,1
226,2009,19,165,100420,0.0575,1.8769999999999998,2,0.7897,2,5,1,39,1,155000,PT01,4
227,2009,19,21,86376,0.05,1.6145,2,0.6957,2,5,1,57,1,160000,PT01,5
228,2009,19,191,78731,0.05,1.4716,2,0.77,2,5,1,56,1,206000,PT01,5
229,2009,19,45,54000,0.045,1.0093,2,0.3601,2,5,2,54,1,36727,PT01,5
230,2009,19,153,134500,0.0475,1.9809,2,0.6674,2,5,1,65,1,289000,PT02,4
231,2009,27,15,42432,0.0488,0.7484,1,0.6,2,5,1,56,1,75000,PT01,2
232,2009,27,55,32232,0.0588,0.5084,2,0.9242,2,5,1,33,1,91500,PT01,4
233,2009,29,131,408000,0.045,9.3151,2,0.6923,2,5,1,53,2,384200,PT01,5
234,2009,19,91,41220,0.055,0.7705,2,0.4882,2,5,1,52,1,83000,PT01,4
235,2009,29,71,43176,0.05,0.6642,2,0.68,2,5,1,37,1,123000,PT01,5
236,2009,19,45,75819,0.0475,1.4172,2,0.7044,2,5,1,35,1,116217,PT01,4
237,2009,31,43,65052,0.0488,1.17,2,0.6,2,5,3,62,1,63000,PT01,4
238,2009,20,37,108222,0.0488,2.1601,2,0.9,2,5,1,99,1,198000,PT01,5
239,2009,20,155,77736,0.0488,1.5516,2,0.78,2,5,1,32,1,108000,PT01,4
240,2009,31,141,53688,0.045,1.0364,2,0.44,2,7,1,50,1,37500,PT01,5
241,2009,20,173,54996,0.055,0.9274,1,0.95,2,5,1,27,1,95000,PT01,4
242,2009,8,49,95739,0.055,1.7795,2,0.775,2,5,1,99,1,310000,PT01,4
243,2009,20,91,167844,0.05,2.4756,2,0.8,2,5,2,37,1,218700,PT01,4
244,2009,20,169,55800,0.045,1.1138,2,0.8,2,5,1,61,1,120000,PT01,5
245,2009,31,109,214992,0.0475,3.2674,2,0.46299999999999997,2,5,1,41,1,417000,PT01,5
246,2009,20,51,35808,0.05,0.7147,1,1.0,1,5,1,99,1,93000,PT01,2
247,2009,20,51,42900,0.0488,0.8563,1,0.8,2,5,1,99,1,104000,PT01,1
248,2009,20,155,35549,0.0563,0.7096,1,0.965,1,5,2,27,1,90333,PT01,1
249,2009,39,113,75000,0.045,1.2542,2,0.5,2,5,1,58,1,80000,PT01,5
250,2009,39,165,111480,0.0463,1.6840000000000002,2,0.38,2,5,1,34,1,116000,PT01,5
251,2009,39,17,146340,0.045,2.2106,2,0.74,2,5,1,48,1,250000,PT01,5
252,2009,18,81,212004,0.0488,3.2566,2,0.47,2,5,1,46,1,247400,PT01,4
253,2009,39,165,129624,0.0488,1.9581,2,0.47,2,5,1,63,1,195000,PT01,4
254,2009,39,25,148260,0.045,2.2396,2,0.72,2,5,1,36,1,194000,PT01,5
255,2009,21,37,53161,0.0488,0.8029999999999999,2,0.54,2,5,1,31,1,86000,PT01,4
256,2009,39,165,120000,0.0488,1.8127,2,0.59,2,5,1,59,1,407000,PT01,5
257,2009,39,113,49536,0.0513,0.8284,2,0.66,2,5,1,65,1,99500,PT01,5
258,2009,39,23,79092,0.05,1.4512,2,0.94,2,5,1,32,1,118750,PT01,5
259,2009,21,117,40056,0.0513,0.6051,2,0.3,2,5,1,72,1,50000,PT01,5
260,2009,39,23,85980,0.0463,1.5776,2,0.8,2,7,1,30,1,128000,PT01,5
261,2009,39,165,93108,0.0463,1.4065,2,0.65,2,2,1,40,1,115000,PT01,5
262,2009,39,17,68508,0.0463,1.0349,2,0.75,2,5,2,32,1,127000,PT01,5
263,2009,39,95,70332,0.0488,1.1702,2,0.73,2,5,1,38,1,94000,PT01,5
264,2009,39,37,40488,0.05,0.7847,2,0.73,2,5,1,48,1,61353,PT01,5
265,2009,39,25,104724,0.0475,1.5819,2,0.51,2,5,1,46,1,309000,PT01,4
266,2009,39,61,77496,0.05,1.1706,2,0.66,2,5,1,31,1,170750,PT01,5
267,2009,39,61,178488,0.0525,2.6962,2,0.69,2,5,1,46,1,417000,PT02,5
268,2009,39,37,83448,0.0488,1.6172,2,0.53,2,5,1,36,1,93500,PT01,5
269,2009,21,117,48156,0.0463,0.7274,2,0.32,2,7,2,58,1,40000,PT01,5
270,2009,39,49,64008,0.0475,0.9802,2,0.18,2,7,1,75,1,67800,PT01,4
271,2009,39,17,44592,0.0513,0.6736,2,0.38,2,7,2,63,1,112000,PT02,5
272,2009,39,49,95292,0.0488,1.4593,2,0.63,2,7,2,50,1,172000,PT01,4
273,2009,39,61,63000,0.045,0.9517,2,0.62,2,7,1,34,1,112500,PT01,5
274,2009,39,113,111924,0.0475,1.8716,2,0.4,2,7,2,63,1,125000,PT01,5
275,2009,39,165,76530,0.0463,1.156,2,0.8,2,7,1,29,1,136000,PT01,5
276,2009,39,135,82488,0.0463,1.3794,2,0.73,2,7,1,29,1,94000,PT01,5
277,2009,39,113,185028,0.0488,3.0941,2,0.62,2,5,1,62,1,174200,PT01,5
278,2009,39,61,135264,0.0463,2.0433,2,0.42,2,5,1,59,1,110000,PT01,4
279,2009,39,113,62712,0.0463,1.0487,2,0.49,2,5,1,46,1,85400,PT01,5
280,2009,39,113,93468,0.0463,1.5630000000000002,2,0.79,2,5,1,37,1,97000,PT01,4
281,2009,29,31,43572,0.0563,0.9948,1,0.53,1,5,2,48,1,75000,PT01,5
282,2009,19,101,54706,0.055,1.0225,2,0.8,2,5,1,59,1,92000,PT01,3
283,2009,27,127,71211,0.0488,1.2559,2,0.5828,2,5,1,62,1,99074,PT01,3
284,2009,19,103,96648,0.0488,1.4234,2,0.73,2,5,1,47,1,292000,PT01,3
285,2009,17,85,98492,0.05,1.8977,2,0.8,2,5,1,99,1,220000,PT01,4
286,2009,27,67,110328,0.045,1.9458,2,0.5629,2,5,1,48,1,47000,PT01,4
287,2009,27,163,84050,0.0488,1.0389,2,0.708,2,5,1,33,1,211400,PT01,5
288,2009,19,99,102463,0.05,1.9152,2,0.8,2,5,1,38,1,86400,PT01,4
289,2009,19,163,83387,0.0475,1.4181,2,0.6756,2,5,1,45,1,87150,PT01,4
290,2009,29,205,87192,0.0513,1.9907,2,0.8,2,5,1,39,1,224000,PT01,2
291,2009,27,27,72369,0.0475,1.1032,2,0.7987,2,5,1,37,1,303500,PT01,3
292,2009,18,59,74868,0.05,1.15,2,0.62,2,5,1,51,1,135000,PT01,5
293,2009,39,165,71436,0.0513,1.0791,2,0.8,2,5,1,31,1,154400,PT01,5
294,2009,18,97,134688,0.05,2.0689,2,0.8,2,5,1,31,1,159400,PT01,5
295,2009,39,17,113172,0.0513,1.7095,2,0.66,2,5,1,57,1,118000,PT01,5
296,2009,39,57,23916,0.0488,0.3999,2,0.63,2,5,1,49,1,56300,PT01,5
