Year,StateFIPS,CountyFIPS,Amount,Income,Rate,Income Ratio,LTV,Property Type,First,Race,Gender,Age,Credit Score
2015,21,117,182320,83491,0.035,1.1743,0.8,PT01,2,5,1,38,5
2015,21,211,193000,159600,0.0363,2.486,0.48,PT01,2,5,1,50,5
2015,21,101,112800,30000,0.035,0.4717,0.8,PT01,2,5,2,44,5
2015,21,101,108000,55640,0.035,0.8748,0.8,PT01,2,5,2,69,4
2015,21,15,188000,115833,0.0375,1.6292,0.8,PT01,2,5,1,61,4
2015,21,151,225000,77461,0.0363,1.6876,0.9,PT01,2,5,2,38,5
2015,21,15,112000,42533,0.0363,0.5982,0.73,PT02,1,5,2,26,5
2015,21,89,45600,44316,0.0388,0.8409,0.95,PT01,1,5,1,22,4
2015,21,117,132000,103173,0.0375,1.4511,0.8,PT01,2,5,1,37,4
2015,21,67,173600,214668,0.0388,3.1662,0.8,PT01,2,5,1,41,5
2015,21,37,174750,113417,0.0375,1.5952,0.75,PT01,2,7,1,46,5
2015,21,113,118900,80172,0.0375,1.1825,0.95,PT01,2,5,2,32,5
2015,47,171,144000,68157,0.0375,1.3286,0.8,PT01,1,5,1,27,4
2015,21,211,400000,184600,0.0363,2.8754,0.79,PT01,2,5,1,38,5
2015,21,111,341200,577808,0.0363,9.0001,0.8,PT01,2,5,1,36,5
2015,21,211,196000,90100,0.0363,1.4034,0.8,PT01,2,5,1,38,4
2015,21,117,113590,47174,0.0363,0.6516,0.75,PT06,1,5,1,27,5
2015,21,15,162000,66872,0.0338,0.9236,0.77,PT02,2,5,2,45,5
2015,21,37,138300,81684,0.0363,1.1282,0.8,PT01,2,5,1,33,5
2015,21,113,176000,76992,0.0363,1.1289,0.8,PT01,2,5,1,38,5
2015,21,37,66000,55376,0.0363,0.7649,0.66,PT06,2,5,2,59,5
2015,21,67,166250,113455,0.0363,1.6636,0.95,PT01,1,5,1,30,5
2015,21,117,123200,47124,0.0363,0.6509,0.8,PT02,1,5,1,30,3
2015,21,5,169200,59064,0.0363,1.2594,0.9,PT01,2,5,1,39,5
2015,21,15,288000,152110,0.0388,2.101,0.8,PT01,2,5,1,33,4
2015,21,185,332000,105000,0.0363,1.6055,0.8,PT01,2,5,1,34,5
2015,21,15,87200,130000,0.0363,1.7956,0.65,PT06,2,5,1,45,5
2015,21,117,170400,54997,0.0363,0.7596,0.8,PT01,2,5,2,38,5
2015,21,37,83200,40425,0.0375,0.5584,0.8,PT06,1,5,2,26,3
2015,21,101,110000,50050,0.0288,0.7724,0.8,PT01,2,5,1,26,4
2015,47,149,172720,82038,0.0313,1.2226,0.8,PT01,1,7,3,41,5
2015,47,37,108000,30763,0.0388,0.4585,0.8,PT01,2,5,1,50,4
2015,21,117,175750,78000,0.0363,1.0773,0.95,PT01,2,5,2,35,5
2015,21,117,276350,127378,0.0363,1.7594,0.75,PT02,2,5,1,43,5
2015,21,117,209600,146940,0.0363,2.0296,0.8,PT01,1,5,2,35,5
2015,21,117,360000,122933,0.0363,1.6980000000000002,0.8,PT01,2,5,1,34,4
2015,21,117,172000,79512,0.0363,1.0982,0.8,PT01,2,5,1,27,4
2015,21,37,209000,103572,0.0363,1.4306,0.7,PT01,2,5,2,34,5
2015,21,67,292000,110784,0.0363,1.6244,0.8,PT01,2,5,2,37,5
2015,21,37,194800,145920,0.0375,2.0155,0.8,PT01,2,5,1,32,5
2015,21,117,168000,140000,0.0363,1.9337,0.8,PT01,2,5,1,60,5
2015,21,225,62000,78276,0.03,1.669,0.38,PT01,2,5,1,46,5
2015,21,15,233500,129564,0.0363,1.7896,0.8,PT02,2,5,1,38,4
2015,21,107,84800,94733,0.0363,2.0199,0.8,PT01,2,5,1,67,4
2015,47,189,267280,76931,0.0313,1.1465,0.8,PT01,1,5,2,44,5
2015,21,37,199200,59304,0.035,0.8191,0.8,PT02,2,5,1,75,5
2015,47,37,124000,57249,0.0375,0.8532,0.8,PT01,1,5,1,67,4
2015,47,187,316000,229295,0.0375,3.4172,0.8,PT01,2,5,1,36,5
2015,21,117,161100,69996,0.0363,0.9668,0.9,PT01,1,5,1,27,5
2015,21,67,292600,137400,0.0375,2.0147,0.8,PT01,2,5,1,54,5
