Year,StateFIPS,CountyFIPS,Amount,Income,Rate,Income Ratio,LTV,Property Type,First,Race,Gender,Age,Credit Score
2014,12,117,112000,110835,0.0388,1.9044,0.8,PT01,2,5,1,61,5
2014,12,127,268000,258084,0.04,4.4574,0.8,PT01,2,5,1,59,5
2014,13,247,152000,68464,0.0475,0.9879,0.95,PT01,2,3,2,36,5
2014,37,183,209000,113137,0.045,1.416,0.8,PT01,2,5,2,55,5
2014,51,31,72200,39300,0.0375,0.6539,0.95,PT01,2,5,1,34,3
2014,51,87,190000,72268,0.045,0.9559,0.9,PT01,2,5,1,24,5
2014,51,147,68800,94796,0.0425,1.8022,0.8,PT01,2,5,2,55,4
2014,45,75,135714,35004,0.0413,0.7247,0.99,PT01,1,5,1,25,2
2014,51,173,91800,54026,0.0488,1.0271,0.99,PT01,1,5,1,27,3
2014,51,173,71910,25732,0.0475,0.4892,1.0,PT01,1,5,1,57,4
2014,51,197,57120,25332,0.0488,0.4816,1.01,PT01,1,5,2,30,3
2014,45,91,140816,75120,0.0375,1.0966,1.01,PT01,1,5,1,29,4
2014,1,1,55000,20703,0.0325,0.3474,0.41,PT01,2,5,2,74,5
2014,1,117,184000,68004,0.0438,1.1909999999999998,0.8,PT01,2,5,1,27,3
2014,12,5,248800,190368,0.045,3.2936,0.8,PT01,2,5,2,60,4
2014,12,15,100000,51792,0.0475,0.9754,0.5,PT02,2,5,1,90,5
2014,12,21,300000,135831,0.0425,2.1595,0.8,PT01,1,5,1,39,4
2014,12,21,165000,192000,0.0338,2.9224,0.48,PT01,2,5,1,59,5
2014,12,61,410000,118065,0.045,1.9515,0.6,PT01,1,5,1,27,4
2014,12,83,408000,256949,0.0325,5.6225,0.8,PT11,2,5,1,32,4
2014,13,57,330000,180865,0.04,2.5801,0.77,PT01,2,5,1,55,5
2014,13,245,92000,28787,0.045,0.5068,0.8,PT07,2,5,2,49,4
2014,13,285,255000,68380,0.0438,1.4996,0.73,PT01,2,5,1,43,5
2014,21,3,104000,47352,0.045,1.0593,0.68,PT01,2,5,2,67,5
2014,21,9,77000,48890,0.0413,1.0651,0.61,PT01,2,5,1,63,4
2014,21,9,145000,76874,0.045,1.7198,0.91,PT01,2,5,1,29,5
2014,21,9,212000,249708,0.045,5.5863,0.8,PT01,2,5,2,51,5
2014,21,9,200000,96648,0.0425,2.1621,0.8,PT01,2,5,1,34,5
2014,21,9,232000,294924,0.035,6.5979,0.8,PT01,2,5,1,37,4
2014,21,9,89000,29928,0.0425,0.6695,0.69,PT01,2,5,1,99,4
2014,21,9,122000,36624,0.0425,0.7979,0.88,PT01,2,7,2,23,4
2014,21,9,88700,99719,0.035,2.2309,0.8,PT01,2,5,1,66,4
